1726711472155,83,-80,4,0,-1,-20,-2,-20,-2,-19,-3,-19,-4,-18,-4,-17,-5,-16,-6,-16,-7,-16,-8,-16,-8,-15,-9,-15,-9,-14,-9,-15,-10,-15,-10,-15,-10,-15,-10,-15,-9,-15,-9,-16,-8,-15,-8,-15,-8,-16,-6,-16,-5,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-18,-3,-18,-3,-19,-2,-19,-1,-20,0,-21,1,-21,2,-22,3,-22,4,-22,5,-22,5,-22,5,-21,5,-21,5,-20,4,-20,4,-19,3,-19,2,-19,1,-19,0,-20,0,-21,-1,-21,-1,-22,-1,-22,-1,-22
1726711472175,83,-80,4,0,-4,19,-4,18,-3,17,-2,18,-2,17,-1,16,1,16,1,16,2,15,3,16,3,15,4,15,4,15,4,15,5,16,5,15,5,16,5,16,4,16,4,16,3,15,3,15,2,16,1,16,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,-1,17,-1,17,-2,18,-3,18,-4,20,-6,20,-6,20,-8,20,-9,19,-9,20,-9,19,-9,19,-9,18,-9,18,-9,17,-8,18,-7,17,-6,18,-6,18,-5,19,-5,19,-4,20,-4,21,-4,20,-3,21
1726711472194,83,-80,4,0,-18,-3,-17,-3,-17,-2,-16,-2,-16,-1,-15,0,-15,0,-15,1,-15,2,-15,2,-14,3,-14,3,-14,4,-14,4,-14,4,-15,5,-15,5,-15,5,-15,4,-15,4,-15,3,-15,3,-15,2,-15,1,-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,-16,-1,-17,-1,-17,-2,-17,-2,-18,-4,-19,-4,-19,-5,-19,-6,-19,-8,-19,-9,-18,-8,-18,-8,-17,-9,-16,-8,-16,-8,-16,-7,-16,-7,-17,-6,-17,-5,-18,-4,-18,-3,-18,-4,-19,-4,-19,-4,-19,-4
1726711472215,83,-80,4,0,-11,15,-11,16,-10,15,-9,15,-8,15,-7,15,-6,15,-5,15,-4,15,-4,16,-3,15,-3,15,-2,16,-2,16,-2,16,-2,17,-1,17,-2,17,-2,17,-2,16,-3,16,-3,15,-4,16,-5,16,-6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,15,-9,15,-10,15,-10,16,-11,15,-13,16,-14,16,-15,15,-16,15,-17,14,-17,14,-17,14,-17,13,-17,12,-17,12,-16,12,-15,12,-14,12,-14,14,-13,14,-13,15,-12,15,-12,16,-13,17,-13,17,-12,17
1726711472242,83,-80,4,0,15,16,15,15,14,14,14,13,15,12,15,11,15,13,10,15,9,16,8,16,8,16,7,16,6,17,6,17,6,18,6,18,6,18,5,18,6,17,7,17,7,17,7,16,7,17,8,16,9,15,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,15,12,15,12,15,13,15,15,15,17,14,18,14,19,13,20,12,21,12,22,11,21,11,21,13,10,21,13,10,20,13,10,19,13,10,18,11,18,11,17,12,17,14,17,14,17,15,17
1726711472257,83,-80,4,0,-18,8,-17,8,-17,9,-16,9,-15,13,10,-14,13,10,-13,13,10,-12,11,-12,11,-12,12,-11,12,-10,12,-10,13,-10,13,-10,14,-10,14,-10,14,-10,14,-10,13,-10,13,-11,12,-11,12,-12,12,-12,11,-13,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,13,10,-14,13,10,-15,13,10,-16,9,-17,9,-18,9,-19,8,-20,7,-21,6,-22,5,-22,5,-22,4,-21,4,-21,4,-20,4,-20,4,-19,4,-19,5,-19,5,-18,7,-18,8,-18,8,-19
1726711472276,83,-80,4,0,15,-12,15,-12,13,-12,13,-13,12,-12,11,-13,13,10,-13,9,-13,9,-14,8,-15,7,-14,7,-15,7,-16,6,-15,6,-16,6,-16,7,-16,6,-16,7,-16,7,-15,7,-15,8,-14,8,-15,9,-14,13,10,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,-13,12,-13,13,-12,14,-12,15,-12,16,-12,17,-11,18,-10,19,-10,19,-9,20,-9,19,-8,19,-8,19,-8,19,-7,17,-7,17,-8,16,-8,17,-9,16,-10,16,-11,16,-12,16,-12,16,-13,16
1726711472296,83,-80,4,0,25,3,25,2,24,1,23,0,23,-1,21,-1,22,-3,21,-4,21,-5,21,-7,20,-7,20,-8,20,-8,20,-9,20,-9,21,-9,20,-9,21,-9,20,-8,21,-8,21,-7,21,-7,21,-6,21,-5,22,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-2,23,0,24,0,24,1,25,2,26,5,27,6,27,7,27,9,27,13,10,27,11,26,11,26,11,25,11,24,11,23,13,10,23,9,24,8,24,6,24,6,25,5,26,4,26,4,28,3,27,3
1726711472327,83,-80,4,0,-5,21,-5,21,-3,21,-3,20,-2,19,-1,19,0,18,1,18,2,18,3,18,3,17,4,17,4,17,5,18,5,18,5,18,5,18,5,18,4,18,4,18,3,18,3,18,2,18,1,18,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,-1,19,-2,19,-2,20,-3,21,-5,22,-6,23,-7,22,-9,22,-10,22,-10,23,-11,22,-11,21,-11,21,-11,20,-10,20,-9,20,-8,19,-7,20,-7,21,-6,21,-5,21,-6,22,-5,24,-5,23,-5,24
1726711472347,83,-80,4,0,13,-20,12,-19,11,-19,13,10,-18,9,-19,8,-19,7,-19,6,-18,5,-19,3,-20,3,-19,2,-19,2,-19,2,-20,2,-20,2,-21,2,-20,2,-21,2,-20,3,-20,3,-19,4,-20,4,-20,5,-20,7,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-19,9,-19,13,10,-19,11,-19,13,-19,14,-19,15,-19,17,-19,18,-18,19,-18,19,-18,19,-17,19,-16,18,-16,18,-15,18,-15,16,-15,15,-16,15,-17,15,-17,14,-18,14,-19,14,-20,14,-21,13,-21
1726711472377,83,-80,4,0,14,-13,14,-14,13,-13,13,-14,11,-13,13,10,-13,9,-14,8,-14,8,-14,7,-15,7,-15,6,-15,6,-16,5,-16,6,-17,5,-16,5,-17,5,-17,6,-16,6,-16,7,-16,7,-15,8,-15,8,-15,13,10,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,-14,11,-14,12,-13,13,-13,14,-13,16,-13,16,-12,17,-12,19,-11,19,-11,20,-10,19,-9,19,-9,19,-9,18,-9,17,-8,17,-9,16,-9,16,-11,16,-11,16,-12,16,-13,15,-13,16,-14,16
1726711472389,83,-80,4,0,18,5,18,4,17,4,17,3,17,2,17,1,16,0,16,0,16,-1,16,-2,16,-3,16,-3,16,-4,16,-4,16,-4,16,-4,16,-4,17,-4,16,-4,16,-3,16,-3,16,-2,17,-2,16,-1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,2,17,2,18,3,18,3,19,5,19,6,19,8,19,9,19,9,19,13,10,18,13,10,18,13,10,17,13,10,17,13,10,16,13,10,16,9,16,8,17,7,17,7,18,6,19,6,19,6
1726711472400,83,-80,4,0,4,-19,4,-20,3,-18,3,-19,2,-18,1,-17,0,-17,-1,-17,-2,-17,-3,-17,-3,-17,-4,-17,-4,-17,-4,-17,-4,-17,-4,-17,-5,-18,-5,-18,-4,-18,-4,-18,-2,-17,-3,-16,-2,-17,-1,-17,1,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,1,-18,2,-18,2,-19,4,-19,5,-20,5,-20,7,-21,8,-20,8,-20,13,10,-20,13,10,-19,13,10,-19,13,10,-19,13,10,-18,9,-17,9,-18,8,-17,7,-18,6,-18,5,-19,5,-20,4,-20,5
1726711472415,83,-80,4,0,-8,20,-8,21,-6,19,-6,20,-5,19,-4,18,-3,18,-2,18,-1,17,0,18,1,18,1,18,1,19,2,18,2,19,2,18,2,20,2,19,1,19,1,19,0,18,0,18,-1,18,-2,19,-4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,19,-4,20,-5,19,-6,20,-7,19,-9,21,-10,22,-11,21,-13,21,-13,20,-14,21,-14,20,-14,19,-14,19,-14,19,-13,17,-13,18,-11,18,-11,19,-10,19,-10,20,-9,20,-8,20,-9,22,-9,22,-9,23
1726711472434,83,-80,4,0,-21,-8,-22,-8,-21,-7,-21,-6,-20,-5,-20,-4,-19,-4,-19,-3,-19,-2,-19,0,-19,0,-19,1,-20,1,-19,2,-20,2,-20,2,-20,2,-20,2,-19,1,-20,1,-20,0,-20,0,-20,0,-19,-2,-20,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,-4,-20,-5,-20,-6,-21,-7,-21,-7,-21,-10,-22,-11,-22,-12,-21,-13,-21,-14,-21,-14,-20,-15,-20,-15,-19,-14,-19,-14,-19,-14,-19,-13,-18,-12,-20,-11,-20,-10,-21,-10,-21,-9,-22,-10,-23,-9,-23,-9,-23,-9
1726711472455,83,-80,4,0,0,-23,0,-23,-1,-22,-1,-21,-3,-20,-3,-20,-4,-19,-5,-19,-6,-18,-7,-18,-7,-18,-8,-17,-9,-17,-9,-18,-9,-18,-9,-17,-9,-18,-10,-18,-9,-18,-9,-18,-8,-18,-8,-18,-7,-18,-6,-19,-4,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-20,-2,-20,-2,-20,-1,-22,0,-22,2,-23,3,-24,4,-25,5,-25,6,-25,7,-24,7,-24,7,-23,7,-23,7,-22,7,-22,6,-22,5,-21,4,-22,2,-22,2,-23,1,-23,1,-24,1,-24,0,-25,0,-26
