1721674041652,83,-80,4,0,-19,-11,-18,-10,-16,-10,-15,-8,-15,-6,-15,-6,-14,-5,-15,-4,-14,-3,-16,-2,-16,-2,-16,-2,-17,-2,-16,-2,-16,-3,-15,-3,-14,-4,-13,-3,-12,-3,-11,-3,-10,-3,-11,-2,-11,-2,-10,-2,-11,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-4,-9,-4,-10,-3,-11,-2,-12,-3,-13,-3,-14,-3,-15,-4,-16,-5,-16,-7,-17,-8,-17,-8,-17,-8,-17,-9,-18,-8,-17,-8,-17,-8,-17,-8,-18,-8,-19,-7,-20,-7,-20,-7,-20,-8,-21,-8,-22,-9,-21,-10
1721674041675,83,-80,4,0,-25,-17,-25,-18,-21,-15,-22,-14,-21,-11,-20,-9,-20,-8,-20,-6,-20,-5,-22,-4,-23,-4,-23,-4,-24,-5,-22,-6,-23,-7,-21,-7,-20,-7,-18,-7,-16,-7,-15,-6,-15,-5,-15,-4,-15,-4,-15,-4,-16,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,-5,-14,-5,-14,-4,-16,-3,-17,-3,-19,-4,-21,-4,-22,-5,-23,-7,-23,-8,-24,-10,-25,-11,-25,-12,-25,-12,-25,-12,-24,-12,-26,-12,-24,-12,-27,-12,-27,-11,-28,-11,-29,-12,-28,-12,-31,-13,-31,-14,-31,-16
1721674041691,83,-80,4,0,1,-21,1,-20,0,-19,0,-17,0,-17,-2,-15,-3,-14,-4,-14,-5,-14,-7,-15,-6,-15,-7,-15,-7,-15,-6,-15,-5,-16,-5,-15,-4,-15,-4,-14,-3,-13,-3,-12,-3,-10,-4,-10,-4,-10,-4,-10,-4,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-10,-1,-10,-2,-10,-3,-11,-3,-11,-4,-14,-3,-15,-3,-16,-3,-17,-2,-17,-2,-18,-1,-19,-1,-19,0,-19,-1,-19,0,-19,-1,-20,-1,-19,-2,-20,-2,-20,-3,-21,-2,-21,-2,-22,-3,-23,-2,-23,-1,-24
1721674041711,83,-80,4,0,-26,16,-25,15,-22,14,-21,14,-18,14,-16,14,-14,15,-13,16,-12,17,-12,19,-12,19,-12,19,-13,19,-13,19,-14,19,-14,17,-14,16,-13,15,-12,13,-11,12,-10,11,-9,11,-9,12,-9,12,-10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,13,10,-10,9,-9,13,10,-10,12,-10,13,-11,15,-13,16,-14,17,-16,18,-18,17,-20,18,-20,17,-21,17,-21,16,-21,16,-21,17,-21,17,-21,17,-22,19,-21,20,-21,20,-22,21,-23,21,-25,22,-26,22
1721674041731,83,-80,4,0,-2,20,-2,20,-1,18,-1,17,0,15,1,14,2,14,3,14,5,13,5,14,5,14,6,14,6,15,5,14,4,14,4,14,3,14,2,13,2,12,2,13,10,2,13,10,2,9,3,9,3,13,10,2,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,9,1,9,2,13,10,3,13,10,3,12,3,13,3,14,3,16,2,16,1,17,1,18,0,18,0,17,0,18,0,18,0,18,1,18,1,19,2,19,2,19,2,21,2,21
1721674041753,83,-80,4,0,21,-13,20,-11,18,-11,16,-10,15,-11,13,-11,12,-12,11,-13,9,-14,9,-15,13,10,-16,13,10,-16,11,-16,11,-15,11,-15,11,-13,11,-13,13,10,-12,9,-11,8,-10,8,-10,7,-10,7,-10,7,-10,8,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-7,8,-7,8,-8,8,-10,8,-11,9,-12,13,10,-12,12,-13,14,-13,15,-13,16,-14,16,-13,18,-13,18,-12,18,-12,17,-13,18,-13,17,-13,18,-14,18,-15,18,-15,19,-16,19,-16,20,-17
1721674041778,83,-80,4,0,-22,11,-21,9,-19,9,-18,9,-16,9,-15,9,-14,13,10,-13,11,-12,11,-12,13,-12,13,-12,14,-13,14,-13,13,-14,13,-14,11,-13,13,10,-12,9,-11,8,-11,8,-10,7,-9,7,-9,8,-9,8,-10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,7,-9,7,-8,7,-9,8,-9,9,-10,11,-11,11,-13,12,-14,12,-15,11,-17,12,-17,12,-18,11,-18,11,-19,13,10,-19,11,-19,11,-19,11,-19,12,-19,13,-19,13,-19,14,-20,14,-22,15,-22
1721674041791,83,-80,4,0,11,-22,13,10,-21,9,-19,8,-18,7,-18,5,-17,4,-16,2,-17,1,-18,-1,-19,0,-19,0,-19,0,-19,1,-19,2,-19,2,-18,3,-17,3,-16,3,-15,2,-14,2,-13,1,-12,1,-13,0,-13,1,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-12,3,-11,2,-12,1,-13,1,-14,1,-15,2,-17,3,-18,4,-19,5,-20,5,-21,6,-21,7,-21,7,-21,8,-20,7,-21,7,-21,7,-21,7,-22,7,-23,7,-23,7,-24,7,-24,7,-26,8,-26,9
1721674041818,83,-80,4,0,29,-9,27,-9,24,-9,23,-9,21,-10,20,-10,18,-11,16,-13,16,-14,16,-16,16,-16,17,-17,17,-16,18,-16,18,-15,18,-13,17,-13,16,-11,15,-10,13,-10,13,-9,12,-9,12,-10,12,-10,13,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-8,11,-8,11,-9,11,-10,12,-11,14,-13,16,-13,18,-13,19,-13,21,-14,23,-14,23,-13,24,-12,24,-12,24,-11,25,-12,24,-12,24,-12,26,-13,26,-14,26,-15,27,-15,27,-16,29,-16,30,-15,31,-15
1721674041830,83,-80,4,0,14,18,13,17,12,16,12,14,12,13,12,11,13,13,10,13,9,14,8,15,8,16,7,16,8,16,8,16,9,15,9,14,9,13,13,10,12,9,13,10,8,13,10,8,9,7,9,6,13,10,6,9,6,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,7,8,6,13,10,6,11,6,12,8,13,9,13,13,10,14,12,14,12,14,14,14,15,14,15,14,15,14,15,14,15,14,16,14,15,15,15,16,15,17,16,18,16,18
1721674041852,83,-80,4,0,18,-10,17,-10,15,-9,15,-9,13,-9,12,-10,11,-10,9,-11,9,-12,9,-13,9,-13,13,10,-13,13,10,-13,13,10,-13,13,10,-13,13,10,-11,13,10,-11,13,10,-10,9,-9,8,-9,7,-8,7,-7,7,-8,7,-8,8,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-7,7,-6,6,-7,7,-8,7,-9,8,-10,9,-11,13,10,-11,11,-11,12,-11,14,-12,14,-11,15,-11,15,-10,16,-10,15,-11,15,-11,15,-11,15,-12,15,-12,16,-13,16,-14
1721674041874,83,-80,4,0,-4,-22,-3,-21,-3,-19,-4,-17,-4,-16,-5,-15,-5,-14,-6,-14,-8,-14,-9,-14,-10,-14,-10,-14,-10,-15,-8,-15,-8,-15,-7,-14,-6,-14,-6,-14,-5,-13,-4,-12,-4,-11,-5,-10,-6,-10,-5,-10,-5,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-10,-4,-10,-5,-10,-6,-10,-6,-10,-6,-12,-7,-13,-7,-15,-6,-16,-6,-17,-6,-18,-6,-18,-6,-19,-5,-19,-5,-19,-5,-19,-5,-19,-5,-19,-6,-20,-6,-20,-6,-20,-7,-21,-8,-22,-8,-22,-8,-23,-7,-24
1721674041892,83,-80,4,0,-9,24,-9,23,-8,22,-7,20,-5,19,-5,18,-3,17,-1,18,0,18,1,19,2,19,1,19,1,20,-1,20,-1,20,-1,19,-2,18,-3,17,-3,16,-3,14,-2,13,-2,12,-1,13,-1,13,-2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,13,-2,12,0,12,0,12,1,14,1,16,0,18,0,19,-2,20,-2,21,-3,23,-4,23,-5,23,-5,22,-6,22,-5,23,-5,23,-5,23,-5,24,-4,25,-4,25,-5,25,-5,27,-5,28,-5,28,-6,29
1721674041911,83,-80,4,0,-10,19,-9,18,-9,17,-8,15,-7,14,-6,14,-4,14,-3,14,-2,14,-1,15,-1,15,-1,16,-2,16,-2,16,-3,16,-3,15,-4,15,-4,13,-4,12,-4,11,-3,13,10,-3,13,10,-2,13,10,-2,13,10,-3,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,9,-2,9,-2,9,-2,13,10,-1,11,-1,13,-2,14,-3,15,-4,16,-5,16,-5,17,-6,17,-7,18,-7,17,-7,17,-7,18,-7,17,-7,18,-6,19,-7,19,-7,19,-7,20,-7,21
1721674041931,83,-80,4,0,11,21,13,10,20,9,18,9,17,9,16,9,13,13,10,13,13,10,12,11,12,13,11,14,13,10,14,12,13,12,13,13,12,13,12,13,13,10,13,9,12,8,11,7,13,10,8,9,7,9,8,9,7,9,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,8,8,7,8,7,13,10,8,11,9,12,11,12,12,12,14,13,14,13,16,12,17,12,16,11,17,11,17,11,18,11,18,11,18,13,18,14,18,14,18,15,19,14
1721674041952,83,-80,4,0,-13,28,-12,26,-11,25,-9,23,-8,22,-6,21,-4,21,-2,21,-1,22,0,23,0,22,0,23,0,23,0,25,-1,23,-3,23,-3,21,-3,20,-3,18,-3,17,-2,15,-1,15,-1,15,-2,16,-3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,14,-4,13,-3,14,-2,14,-1,16,-2,18,-2,21,-3,22,-4,24,-6,25,-8,26,-9,26,-9,25,-10,25,-9,25,-9,27,-9,26,-9,27,-8,27,-8,28,-7,29,-7,30,-9,31,-10,32,-10,32,-11,33
1721674041971,83,-80,4,0,11,28,13,10,27,9,25,13,10,23,13,10,21,11,19,12,17,13,16,14,15,16,15,17,15,17,16,17,17,16,17,15,18,14,17,13,17,11,16,13,10,14,13,10,14,9,12,13,10,11,13,10,11,13,10,12,13,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,7,12,8,13,10,13,10,11,11,12,12,14,13,16,14,17,14,19,14,20,14,23,13,23,14,24,12,24,12,24,12,24,12,25,13,25,15,25,15,25,16
1721674041990,83,-80,4,0,-25,19,-24,18,-21,17,-19,16,-17,16,-16,16,-13,17,-12,18,-11,19,-10,21,-10,20,-11,21,-11,21,-12,22,-12,20,-13,19,-12,18,-12,17,-11,14,-10,14,-9,12,-9,13,-8,13,-9,14,-10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,11,-9,11,-9,11,-8,13,-9,15,-10,16,-12,18,-13,19,-15,19,-16,20,-18,21,-19,20,-20,19,-20,19,-20,19,-20,20,-20,20,-20,20,-20,21,-20,22,-20,23,-21,24,-22,25,-22,25,-24,25,-25,25
1721674042011,83,-80,4,0,-18,13,-18,12,-15,11,-14,13,10,-13,13,10,-12,13,10,-10,11,-9,11,-8,12,-8,14,-8,13,-9,14,-10,14,-10,13,-10,14,-10,12,-10,11,-9,13,10,-9,9,-8,9,-8,8,-7,8,-7,8,-7,8,-7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,7,-7,7,-6,8,-6,9,-6,13,10,-7,11,-8,12,-10,12,-11,13,-11,13,-12,14,-13,13,-14,13,-14,13,-15,13,-15,13,-15,13,-14,13,-15,14,-14,14,-15,15,-15,16,-15,17,-16
1721674042031,83,-80,4,0,9,25,8,24,8,22,8,20,9,18,9,17,9,15,13,10,14,12,14,13,14,14,13,14,13,14,15,13,15,12,16,12,15,13,10,15,9,14,8,13,8,12,7,11,8,13,10,8,13,10,8,13,10,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,10,6,13,10,8,9,9,13,10,9,11,13,10,12,11,14,12,15,11,17,13,18,12,19,11,20,11,21,11,20,11,20,13,10,22,13,10,21,13,10,21,12,22,12,22
1721674042050,83,-80,4,0,-23,21,-23,20,-20,18,-19,18,-17,17,-15,17,-13,17,-11,18,-9,19,-8,22,-8,21,-9,22,-10,22,-10,22,-11,22,-11,20,-12,19,-12,17,-11,15,-10,15,-9,13,-8,13,-7,14,-8,14,-9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,12,-9,12,-8,12,-8,14,-8,15,-9,17,-11,18,-12,19,-14,20,-15,20,-16,22,-17,21,-18,21,-18,21,-19,20,-19,21,-19,22,-18,21,-19,23,-19,23,-19,24,-20,25,-19,25,-20,28,-21,27,-23,27
1721674042072,83,-80,4,0,22,-13,23,-14,19,-12,19,-13,17,-13,14,-13,13,-14,12,-14,13,10,-16,11,-18,11,-17,12,-17,12,-18,12,-17,13,-17,12,-15,13,-15,11,-13,11,-12,13,10,-12,9,-11,8,-10,8,-11,8,-12,13,10,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-9,9,-9,8,-9,9,-11,9,-12,11,-13,12,-14,14,-15,15,-15,16,-15,18,-15,19,-15,20,-15,20,-14,20,-15,19,-14,20,-15,18,-15,20,-17,20,-17,20,-17,20,-18,20,-18,22,-19,23
